keyword,caption_name,location_id,groups,country,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
malambo,"Malambo, Colombia",malambocolombia,colombia,Colombia,CompanyKeyword,"Malambo, Colombia",,dgm_latamnarcoticslocations,0a26679aca333878c3d15ea26697f76d,dgm_latamnarcoticslocations__0a26679aca333878c3d15ea26697f76d
manati,"Manati, Colombia",manaticolombia,colombia,Colombia,Wells,"Manati, Colombia",,dgm_latamnarcoticslocations,1df694549f221c653882a45e705193f3,dgm_latamnarcoticslocations__1df694549f221c653882a45e705193f3
palmar de varela,"Palmar de Varela, Colombia",palmardevarelacolombia,colombia,Colombia,CompanyKeyword,"Palmar de Varela, Colombia",,dgm_latamnarcoticslocations,16fdd9709985cd5e21ecfa0289625436,dgm_latamnarcoticslocations__16fdd9709985cd5e21ecfa0289625436
piojo,"Piojo, Colombia",piojocolombia,colombia,Colombia,LegislativeCommittee,"Piojo, Colombia",,dgm_latamnarcoticslocations,82827316f668662c89e84098eff42534,dgm_latamnarcoticslocations__82827316f668662c89e84098eff42534
polonuevo,"Polonuevo, Colombia",polonuevocolombia,colombia,Colombia,Keyphrase,"Polonuevo, Colombia",,dgm_latamnarcoticslocations,38b57b7471c9a6b61645b2dcd59bf02a,dgm_latamnarcoticslocations__38b57b7471c9a6b61645b2dcd59bf02a
ponedera,"Ponedera, Colombia",ponederacolombia,colombia,Colombia,Person,"Ponedera, Colombia",,dgm_latamnarcoticslocations,6952c3de2ede720d7fd85620dc0a8488,dgm_latamnarcoticslocations__6952c3de2ede720d7fd85620dc0a8488
puerto colombia,"Puerto Colombia, Colombia",puertocolombiacolombia,colombia,Colombia,CompanyKeyword,"Puerto Colombia, Colombia",,dgm_latamnarcoticslocations,579f17fc0b4aa0365e310035871859ad,dgm_latamnarcoticslocations__579f17fc0b4aa0365e310035871859ad
repelon,"Repelon, Colombia",repeloncolombia,colombia,Colombia,IndustryTerm,"Repelon, Colombia",,dgm_latamnarcoticslocations,96cc7f4c2f152c2993f79f075c25f595,dgm_latamnarcoticslocations__96cc7f4c2f152c2993f79f075c25f595
sabanagrande,"Sabanagrande, Colombia",sabanagrandecolombia,colombia,Colombia,News,"Sabanagrande, Colombia",,dgm_latamnarcoticslocations,2de414a4033b33774f173183b6e1f804,dgm_latamnarcoticslocations__2de414a4033b33774f173183b6e1f804
santo tomas,"Santo Tomas, Colombia",santotomascolombia,colombia,Colombia,CompanyKeyword,"Santo Tomas, Colombia",,dgm_latamnarcoticslocations,12df9882b70eaacdbf0158cb16bf1155,dgm_latamnarcoticslocations__12df9882b70eaacdbf0158cb16bf1155
soledad,"Soledad, Colombia",soledadcolombia,colombia,Colombia,News,"Soledad, Colombia",,dgm_latamnarcoticslocations,060ab3fe16482319f121527673d9fbaf,dgm_latamnarcoticslocations__060ab3fe16482319f121527673d9fbaf
suan,"Suan, Colombia",suancolombia,colombia,Colombia,Media,"Suan, Colombia",,dgm_latamnarcoticslocations,dfded23692c731b6e9d942c099c8e6b2,dgm_latamnarcoticslocations__dfded23692c731b6e9d942c099c8e6b2
tubara,"Tubara, Colombia",tubaracolombia,colombia,Colombia,CompanyKeyword,"Tubara, Colombia",,dgm_latamnarcoticslocations,623e0898e51cef63cc00adb6fbcc7700,dgm_latamnarcoticslocations__623e0898e51cef63cc00adb6fbcc7700
usiacuri,"Usiacuri, Colombia",usiacuricolombia,colombia,Colombia,ForeignMinister,"Usiacuri, Colombia",,dgm_latamnarcoticslocations,b6bc2eea68fce91cdb126d0d9abb86d0,dgm_latamnarcoticslocations__b6bc2eea68fce91cdb126d0d9abb86d0
achi,"Achi, Colombia",achicolombia,colombia,Colombia,Person,"Achi, Colombia",,dgm_latamnarcoticslocations,3c884c27af7c420e4f2a0be3f4d75e53,dgm_latamnarcoticslocations__3c884c27af7c420e4f2a0be3f4d75e53
altos del rosario,"Altos del Rosario, Colombia",altosdelrosariocolombia,colombia,Colombia,LegislativeCommittee,"Altos del Rosario, Colombia",,dgm_latamnarcoticslocations,568abf351f351c7800996426d8017cb8,dgm_latamnarcoticslocations__568abf351f351c7800996426d8017cb8
arenal del sur,"Arenal del Sur, Colombia",arenaldelsurcolombia,colombia,Colombia,Shipping,"Arenal del Sur, Colombia",,dgm_latamnarcoticslocations,6cad55feb6df2f565d1f098f459900bc,dgm_latamnarcoticslocations__6cad55feb6df2f565d1f098f459900bc
arjona,"Arjona, Colombia",arjonacolombia,colombia,Colombia,Shipping,"Arjona, Colombia",,dgm_latamnarcoticslocations,8e57382db7ee23bcec8e1ae53a680f3f,dgm_latamnarcoticslocations__8e57382db7ee23bcec8e1ae53a680f3f
arroyohondo,"Arroyohondo, Colombia",arroyohondocolombia,colombia,Colombia,Wells,"Arroyohondo, Colombia",,dgm_latamnarcoticslocations,277ebfdbc56e998f8866558311ceba57,dgm_latamnarcoticslocations__277ebfdbc56e998f8866558311ceba57
barranco de loba,"Barranco de Loba, Colombia",barrancodelobacolombia,colombia,Colombia,ForeignMinister,"Barranco de Loba, Colombia",,dgm_latamnarcoticslocations,ecaaa52c3af66f339c24cfbeb43d2d88,dgm_latamnarcoticslocations__ecaaa52c3af66f339c24cfbeb43d2d88
calamar,"Calamar, Colombia",calamarcolombia,colombia,Colombia,space,"Calamar, Colombia",,dgm_latamnarcoticslocations,6ba4893de22e56af30e89445f24b0a7b,dgm_latamnarcoticslocations__6ba4893de22e56af30e89445f24b0a7b
cantagallo,"Cantagallo, Colombia",cantagallocolombia,colombia,Colombia,Legislator,"Cantagallo, Colombia",,dgm_latamnarcoticslocations,eaa77071db122f5fd76feec1cf0970a7,dgm_latamnarcoticslocations__eaa77071db122f5fd76feec1cf0970a7
carmen de bolivar,"Carmen de Bolivar, Colombia",carmendebolivarcolombia,colombia,Colombia,Pipeline,"Carmen de Bolivar, Colombia",,dgm_latamnarcoticslocations,1dea877f8d82e157aa63b5e3194b61d8,dgm_latamnarcoticslocations__1dea877f8d82e157aa63b5e3194b61d8
cicuco,"Cicuco, Colombia",cicucocolombia,colombia,Colombia,AAEntity,"Cicuco, Colombia",,dgm_latamnarcoticslocations,558437bbc9684c7445f9727b8c12d5e0,dgm_latamnarcoticslocations__558437bbc9684c7445f9727b8c12d5e0
clemencia,"Clemencia, Colombia",clemenciacolombia,colombia,Colombia,News,"Clemencia, Colombia",,dgm_latamnarcoticslocations,346c5d8cc8157caceaa51eb63b661ca3,dgm_latamnarcoticslocations__346c5d8cc8157caceaa51eb63b661ca3
el guamo,"El Guamo, Colombia",elguamocolombia,colombia,Colombia,ForeignMinistry,"El Guamo, Colombia",,dgm_latamnarcoticslocations,1afd74322ac37cecf6f1034fa2c1d955,dgm_latamnarcoticslocations__1afd74322ac37cecf6f1034fa2c1d955
el penon,"El Penon, Colombia",elpenoncolombia,colombia,Colombia,Keyphrase,"El Penon, Colombia",,dgm_latamnarcoticslocations,420dbc299845777145cedb54ad9ded74,dgm_latamnarcoticslocations__420dbc299845777145cedb54ad9ded74
hatillo de loba,"Hatillo de Loba, Colombia",hatillodelobacolombia,colombia,Colombia,Legislator,"Hatillo de Loba, Colombia",,dgm_latamnarcoticslocations,00918e5f40f1e32cb446d534de6e68bb,dgm_latamnarcoticslocations__00918e5f40f1e32cb446d534de6e68bb
magangue,"Magangue, Colombia",maganguecolombia,colombia,Colombia,CompanyKeyword,"Magangue, Colombia",,dgm_latamnarcoticslocations,a27a787d665e4f5f136cb9fe33042e49,dgm_latamnarcoticslocations__a27a787d665e4f5f136cb9fe33042e49
mahates,"Mahates, Colombia",mahatescolombia,colombia,Colombia,Consulates,"Mahates, Colombia",,dgm_latamnarcoticslocations,f48049b2a4e1d1c53eeaed289bc38595,dgm_latamnarcoticslocations__f48049b2a4e1d1c53eeaed289bc38595
margarita,"Margarita, Colombia",margaritacolombia,colombia,Colombia,space,"Margarita, Colombia",,dgm_latamnarcoticslocations,e85ca8a7c1b652e856e5c4fced38efe5,dgm_latamnarcoticslocations__e85ca8a7c1b652e856e5c4fced38efe5
maria la baja,"Maria La Baja, Colombia",marialabajacolombia,colombia,Colombia,Refinery,"Maria La Baja, Colombia",,dgm_latamnarcoticslocations,cbc9704d118afdbcfcba5b6a1bb60524,dgm_latamnarcoticslocations__cbc9704d118afdbcfcba5b6a1bb60524
montecristo,"Montecristo, Colombia",montecristocolombia,colombia,Colombia,Pipeline,"Montecristo, Colombia",,dgm_latamnarcoticslocations,743402ba21cc564fff9b62e9e3709e61,dgm_latamnarcoticslocations__743402ba21cc564fff9b62e9e3709e61
pinillos,"Pinillos, Colombia",pinilloscolombia,colombia,Colombia,Diplomat,"Pinillos, Colombia",,dgm_latamnarcoticslocations,abb9572140850e2af25b268934afdd13,dgm_latamnarcoticslocations__abb9572140850e2af25b268934afdd13
regidor,"Regidor, Colombia",regidorcolombia,colombia,Colombia,DiplomaticFacilities,"Regidor, Colombia",,dgm_latamnarcoticslocations,4645ff247086684c480386d13e01d05e,dgm_latamnarcoticslocations__4645ff247086684c480386d13e01d05e
rio viejo,"Rio Viejo, Colombia",rioviejocolombia,colombia,Colombia,Shipping,"Rio Viejo, Colombia",,dgm_latamnarcoticslocations,596e889897a2a73caf59bb681dc8533d,dgm_latamnarcoticslocations__596e889897a2a73caf59bb681dc8533d
san jacinto del cauca,"San Jacinto del Cauca, Colombia",sanjacintodelcaucacolombia,colombia,Colombia,Organization,"San Jacinto del Cauca, Colombia",,dgm_latamnarcoticslocations,d00b832393eab8a7e0fd780d05e7a7fc,dgm_latamnarcoticslocations__d00b832393eab8a7e0fd780d05e7a7fc
san jacinto,"San Jacinto, Colombia",sanjacintocolombia,colombia,Colombia,Media,"San Jacinto, Colombia",,dgm_latamnarcoticslocations,dbc12f45ea6c9ab5f92a65198b606a46,dgm_latamnarcoticslocations__dbc12f45ea6c9ab5f92a65198b606a46
san juan nepomuceno,"San Juan Nepomuceno, Colombia",sanjuannepomucenocolombia,colombia,Colombia,ForeignMinistry,"San Juan Nepomuceno, Colombia",,dgm_latamnarcoticslocations,007dc48c3476c8998e526b4f4ccbd948,dgm_latamnarcoticslocations__007dc48c3476c8998e526b4f4ccbd948
san martin de loba,"San Martin de Loba, Colombia",sanmartindelobacolombia,colombia,Colombia,CompanyKeyword,"San Martin de Loba, Colombia",,dgm_latamnarcoticslocations,c7ff54f232a54f144b17e4fc04b52bdb,dgm_latamnarcoticslocations__c7ff54f232a54f144b17e4fc04b52bdb
santa catalina,"Santa Catalina, Colombia",santacatalinacolombia,colombia,Colombia,Media,"Santa Catalina, Colombia",,dgm_latamnarcoticslocations,e77990876a183c8c874fe2a9f9240a80,dgm_latamnarcoticslocations__e77990876a183c8c874fe2a9f9240a80
santa cruz de mompox,"Santa Cruz de Mompox, Colombia",santacruzdemompoxcolombia,colombia,Colombia,LegislativeCommittee,"Santa Cruz de Mompox, Colombia",,dgm_latamnarcoticslocations,2a6bd9de90e26617639a89806273b468,dgm_latamnarcoticslocations__2a6bd9de90e26617639a89806273b468
santa rosa del sur,"Santa Rosa del Sur, Colombia",santarosadelsurcolombia,colombia,Colombia,Keyphrase,"Santa Rosa del Sur, Colombia",,dgm_latamnarcoticslocations,e13cfe4f3ba29b9d6afb00c2fd7852e7,dgm_latamnarcoticslocations__e13cfe4f3ba29b9d6afb00c2fd7852e7
simiti,"Simiti, Colombia",simiticolombia,colombia,Colombia,CompanyKeyword,"Simiti, Colombia",,dgm_latamnarcoticslocations,6388a255169923c8c11aef5f72645d19,dgm_latamnarcoticslocations__6388a255169923c8c11aef5f72645d19
soplaviento,"Soplaviento, Colombia",soplavientocolombia,colombia,Colombia,Diplomat,"Soplaviento, Colombia",,dgm_latamnarcoticslocations,3b4b7e611ac78b7466b34d3b5f9d0306,dgm_latamnarcoticslocations__3b4b7e611ac78b7466b34d3b5f9d0306
talaigua nuevo,"Talaigua Nuevo, Colombia",talaiguanuevocolombia,colombia,Colombia,Legislator,"Talaigua Nuevo, Colombia",,dgm_latamnarcoticslocations,a1b21e616ba9e599d8ffcf7bd6ffd9e8,dgm_latamnarcoticslocations__a1b21e616ba9e599d8ffcf7bd6ffd9e8
tiquisio,"Tiquisio, Colombia",tiquisiocolombia,colombia,Colombia,Wells,"Tiquisio, Colombia",,dgm_latamnarcoticslocations,4182d5f52577daae84d7f2bd5292530a,dgm_latamnarcoticslocations__4182d5f52577daae84d7f2bd5292530a
turbaco,"Turbaco, Colombia",turbacocolombia,colombia,Colombia,AAEntity,"Turbaco, Colombia",,dgm_latamnarcoticslocations,1d6fdd8839398b4b24b1853055a435c4,dgm_latamnarcoticslocations__1d6fdd8839398b4b24b1853055a435c4
turbana,"Turbana, Colombia",turbanacolombia,colombia,Colombia,Diplomat,"Turbana, Colombia",,dgm_latamnarcoticslocations,3482568c9a8c34a3755f582d0de07d53,dgm_latamnarcoticslocations__3482568c9a8c34a3755f582d0de07d53
zambrano,"Zambrano, Colombia",zambranocolombia,colombia,Colombia,DiplomaticFacilities,"Zambrano, Colombia",,dgm_latamnarcoticslocations,903e6643cab0cbb9cbd7e4bbbaf58787,dgm_latamnarcoticslocations__903e6643cab0cbb9cbd7e4bbbaf58787
tunja,"Tunja, Colombia",tunjacolombia,colombia,Colombia,ForeignMinister,"Tunja, Colombia",,dgm_latamnarcoticslocations,694a51c5288ee5b6fe5695030e6801cd,dgm_latamnarcoticslocations__694a51c5288ee5b6fe5695030e6801cd
almeida,"Almeida, Colombia",almeidacolombia,colombia,Colombia,LegislativeCommittee,"Almeida, Colombia",,dgm_latamnarcoticslocations,2bb3ac29f0eb1a6ba400816a57d17e5f,dgm_latamnarcoticslocations__2bb3ac29f0eb1a6ba400816a57d17e5f
aquitania,"Aquitania, Colombia",aquitaniacolombia,colombia,Colombia,Diplomat,"Aquitania, Colombia",,dgm_latamnarcoticslocations,f080c4a1c725710a5913e6a27416b514,dgm_latamnarcoticslocations__f080c4a1c725710a5913e6a27416b514
arcabuco,"Arcabuco, Colombia",arcabucocolombia,colombia,Colombia,Media,"Arcabuco, Colombia",,dgm_latamnarcoticslocations,89ecfa92001d8cfd3619e1f04a747f55,dgm_latamnarcoticslocations__89ecfa92001d8cfd3619e1f04a747f55
belen,"Belen, Colombia",belencolombia,colombia,Colombia,Consulates,"Belen, Colombia",,dgm_latamnarcoticslocations,45ab7c22a45f90cfa8400f69a97a63ff,dgm_latamnarcoticslocations__45ab7c22a45f90cfa8400f69a97a63ff
berbeo,"Berbeo, Colombia",berbeocolombia,colombia,Colombia,Exec,"Berbeo, Colombia",,dgm_latamnarcoticslocations,15e7e6f2174b7975d9a6fc64ae8efff1,dgm_latamnarcoticslocations__15e7e6f2174b7975d9a6fc64ae8efff1
beteitiva,"Beteitiva, Colombia",beteitivacolombia,colombia,Colombia,ForeignMinister,"Beteitiva, Colombia",,dgm_latamnarcoticslocations,b71da3e87e26e8e507d0113c8717407b,dgm_latamnarcoticslocations__b71da3e87e26e8e507d0113c8717407b
boavita,"Boavita, Colombia",boavitacolombia,colombia,Colombia,Pipeline,"Boavita, Colombia",,dgm_latamnarcoticslocations,77259b1f93be0371bb4d32e2430703c3,dgm_latamnarcoticslocations__77259b1f93be0371bb4d32e2430703c3
buenavista,"Buenavista, Colombia",buenavistacolombia,colombia,Colombia,Media,"Buenavista, Colombia",,dgm_latamnarcoticslocations,53731390c974c30d8481ba74855562e8,dgm_latamnarcoticslocations__53731390c974c30d8481ba74855562e8
busbanza,"Busbanza, Colombia",busbanzacolombia,colombia,Colombia,AAEntity,"Busbanza, Colombia",,dgm_latamnarcoticslocations,15da29aee352b870479cf6e499dbfe0f,dgm_latamnarcoticslocations__15da29aee352b870479cf6e499dbfe0f
campohermoso,"Campohermoso, Colombia",campohermosocolombia,colombia,Colombia,Legislator,"Campohermoso, Colombia",,dgm_latamnarcoticslocations,adb1a5e1223cf68465c0a1625685cd5a,dgm_latamnarcoticslocations__adb1a5e1223cf68465c0a1625685cd5a
cerinza,"Cerinza, Colombia",cerinzacolombia,colombia,Colombia,Consulates,"Cerinza, Colombia",,dgm_latamnarcoticslocations,32e9435afbee58668ae826b321dc2e75,dgm_latamnarcoticslocations__32e9435afbee58668ae826b321dc2e75
chinavita,"Chinavita, Colombia",chinavitacolombia,colombia,Colombia,FTO,"Chinavita, Colombia",,dgm_latamnarcoticslocations,d6a8158bc136577e9a8442e5969ff47d,dgm_latamnarcoticslocations__d6a8158bc136577e9a8442e5969ff47d
chiquinquira,"Chiquinquira, Colombia",chiquinquiracolombia,colombia,Colombia,Refinery,"Chiquinquira, Colombia",,dgm_latamnarcoticslocations,4b55987c1ccfce8fd2359a334547fb27,dgm_latamnarcoticslocations__4b55987c1ccfce8fd2359a334547fb27
chiquiza,"Chiquiza, Colombia",chiquizacolombia,colombia,Colombia,space,"Chiquiza, Colombia",,dgm_latamnarcoticslocations,996822409d40b92614559fa1d1810315,dgm_latamnarcoticslocations__996822409d40b92614559fa1d1810315
chiscas,"Chiscas, Colombia",chiscascolombia,colombia,Colombia,Organization,"Chiscas, Colombia",,dgm_latamnarcoticslocations,c77a2d2284681148b2928518d861f8e1,dgm_latamnarcoticslocations__c77a2d2284681148b2928518d861f8e1
chita,"Chita, Colombia",chitacolombia,colombia,Colombia,Wells,"Chita, Colombia",,dgm_latamnarcoticslocations,4cd163ef81777adbe4f3f97d7d2cb6e8,dgm_latamnarcoticslocations__4cd163ef81777adbe4f3f97d7d2cb6e8
chitaraque,"Chitaraque, Colombia",chitaraquecolombia,colombia,Colombia,CompanyKeyword,"Chitaraque, Colombia",,dgm_latamnarcoticslocations,7ee97f762113e5260f6e7882ec1cbf61,dgm_latamnarcoticslocations__7ee97f762113e5260f6e7882ec1cbf61
chivata,"Chivata, Colombia",chivatacolombia,colombia,Colombia,Keyphrase,"Chivata, Colombia",,dgm_latamnarcoticslocations,41387101138dfe9a8dfa32b3e05be315,dgm_latamnarcoticslocations__41387101138dfe9a8dfa32b3e05be315
chivor,"Chivor, Colombia",chivorcolombia,colombia,Colombia,DiplomaticFacilities,"Chivor, Colombia",,dgm_latamnarcoticslocations,b11416d237da4e07ec11f6041c24cdc5,dgm_latamnarcoticslocations__b11416d237da4e07ec11f6041c24cdc5
cienega,"Cienega, Colombia",cienegacolombia,colombia,Colombia,Legislator,"Cienega, Colombia",,dgm_latamnarcoticslocations,68ff5ba2824cfd1cb1840648b68a0e20,dgm_latamnarcoticslocations__68ff5ba2824cfd1cb1840648b68a0e20
combita,"Combita, Colombia",combitacolombia,colombia,Colombia,Wells,"Combita, Colombia",,dgm_latamnarcoticslocations,991a39bce7ec4d28d314bdbe522fa45a,dgm_latamnarcoticslocations__991a39bce7ec4d28d314bdbe522fa45a
coper,"Coper, Colombia",copercolombia,colombia,Colombia,Exec,"Coper, Colombia",,dgm_latamnarcoticslocations,4a2c401fb5ddf3362ac37ccf18e31d65,dgm_latamnarcoticslocations__4a2c401fb5ddf3362ac37ccf18e31d65
corrales,"Corrales, Colombia",corralescolombia,colombia,Colombia,Shipping,"Corrales, Colombia",,dgm_latamnarcoticslocations,8f094ac2221a30591859af389f5121cd,dgm_latamnarcoticslocations__8f094ac2221a30591859af389f5121cd
covarachia,"Covarachia, Colombia",covarachiacolombia,colombia,Colombia,Media,"Covarachia, Colombia",,dgm_latamnarcoticslocations,489f5154cb8b3e5eb762724f228f3440,dgm_latamnarcoticslocations__489f5154cb8b3e5eb762724f228f3440
cubara,"Cubara, Colombia",cubaracolombia,colombia,Colombia,Shipping,"Cubara, Colombia",,dgm_latamnarcoticslocations,3ad628f2967922f37ff30fe9c8a77aa8,dgm_latamnarcoticslocations__3ad628f2967922f37ff30fe9c8a77aa8
cucaita,"Cucaita, Colombia",cucaitacolombia,colombia,Colombia,ForeignMinister,"Cucaita, Colombia",,dgm_latamnarcoticslocations,bcad94ac7c9a559da9e2c4047da15880,dgm_latamnarcoticslocations__bcad94ac7c9a559da9e2c4047da15880
cuitiva,"Cuitiva, Colombia",cuitivacolombia,colombia,Colombia,ForeignMinistry,"Cuitiva, Colombia",,dgm_latamnarcoticslocations,e984358fc6923f2ab5c14252af7159dd,dgm_latamnarcoticslocations__e984358fc6923f2ab5c14252af7159dd
duitama,"Duitama, Colombia",duitamacolombia,colombia,Colombia,Pipeline,"Duitama, Colombia",,dgm_latamnarcoticslocations,5d2165f9a8e73f547f82e523348aef12,dgm_latamnarcoticslocations__5d2165f9a8e73f547f82e523348aef12
el cocuy,"El Cocuy, Colombia",elcocuycolombia,colombia,Colombia,Legislator,"El Cocuy, Colombia",,dgm_latamnarcoticslocations,a5a2b595030b12a05fad6584d8af747b,dgm_latamnarcoticslocations__a5a2b595030b12a05fad6584d8af747b
el espino,"El Espino, Colombia",elespinocolombia,colombia,Colombia,DiplomaticFacilities,"El Espino, Colombia",,dgm_latamnarcoticslocations,0491f39b582d06e44952df8b649c8ef2,dgm_latamnarcoticslocations__0491f39b582d06e44952df8b649c8ef2
firavitoba,"Firavitoba, Colombia",firavitobacolombia,colombia,Colombia,AAEntity,"Firavitoba, Colombia",,dgm_latamnarcoticslocations,89864b6558911b553503503829f3b289,dgm_latamnarcoticslocations__89864b6558911b553503503829f3b289
floresta,"Floresta, Colombia",florestacolombia,colombia,Colombia,ForeignMinister,"Floresta, Colombia",,dgm_latamnarcoticslocations,7d97d507ed04be83392b35210a96cb90,dgm_latamnarcoticslocations__7d97d507ed04be83392b35210a96cb90
gachantiva,"Gachantiva, Colombia",gachantivacolombia,colombia,Colombia,Refinery,"Gachantiva, Colombia",,dgm_latamnarcoticslocations,2158eaeacb14b2753625572067d30a4d,dgm_latamnarcoticslocations__2158eaeacb14b2753625572067d30a4d
gameza,"Gameza, Colombia",gamezacolombia,colombia,Colombia,Exec,"Gameza, Colombia",,dgm_latamnarcoticslocations,72e819756d2fd6e96980ce3348e7cd53,dgm_latamnarcoticslocations__72e819756d2fd6e96980ce3348e7cd53
garagoa,"Garagoa, Colombia",garagoacolombia,colombia,Colombia,Organization,"Garagoa, Colombia",,dgm_latamnarcoticslocations,49c2d9d0a7d3a8bb09a276fecc0f34b9,dgm_latamnarcoticslocations__49c2d9d0a7d3a8bb09a276fecc0f34b9
guacamayas,"Guacamayas, Colombia",guacamayascolombia,colombia,Colombia,Consulates,"Guacamayas, Colombia",,dgm_latamnarcoticslocations,e415fd0131dc7a3f1226465d5e7f15a9,dgm_latamnarcoticslocations__e415fd0131dc7a3f1226465d5e7f15a9
guateque,"Guateque, Colombia",guatequecolombia,colombia,Colombia,space,"Guateque, Colombia",,dgm_latamnarcoticslocations,6d00f661388911484f8bf8458618dbc7,dgm_latamnarcoticslocations__6d00f661388911484f8bf8458618dbc7
guayata,"Guayata, Colombia",guayatacolombia,colombia,Colombia,IndustryTerm,"Guayata, Colombia",,dgm_latamnarcoticslocations,ebb6b3ab133e600c3919abc08146c163,dgm_latamnarcoticslocations__ebb6b3ab133e600c3919abc08146c163
guican,"Guican, Colombia",guicancolombia,colombia,Colombia,Pipeline,"Guican, Colombia",,dgm_latamnarcoticslocations,6b5ac2e08585b3f0e105823363c3e164,dgm_latamnarcoticslocations__6b5ac2e08585b3f0e105823363c3e164
iza,"Iza, Colombia",izacolombia,colombia,Colombia,Diplomat,"Iza, Colombia",,dgm_latamnarcoticslocations,9c99e63c76a743ea546b0c255b42aa34,dgm_latamnarcoticslocations__9c99e63c76a743ea546b0c255b42aa34
jenesano,"Jenesano, Colombia",jenesanocolombia,colombia,Colombia,space,"Jenesano, Colombia",,dgm_latamnarcoticslocations,174191d13430d33239b719afa71189f4,dgm_latamnarcoticslocations__174191d13430d33239b719afa71189f4
la capilla,"La Capilla, Colombia",lacapillacolombia,colombia,Colombia,Exec,"La Capilla, Colombia",,dgm_latamnarcoticslocations,0a293ddab74373aa0bfa7fd0b69daee2,dgm_latamnarcoticslocations__0a293ddab74373aa0bfa7fd0b69daee2
